bathrooms,bedrooms,building_good,manager_good,manager_bad,listing_bad,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,Avenue,Street,wood,laundry,elevator,Bath.5,hide,price_log,ordered_kmclusters
1.0,0,0,0,1,0,0,3,1,0,0,0,0,1,1,3,1,0,1,1,0,0,0,7.899153483343102,30
1.0,1,0,0,1,0,0,3,1,0,0,0,0,1,1,3,0,1,0,0,0,0,0,7.84384863815247,18
1.0,2,0,0,1,0,0,3,1,0,0,0,0,1,1,3,1,0,0,0,0,0,0,8.004699510549552,17
1.0,1,0,0,1,0,0,3,1,0,0,0,0,1,1,3,0,1,0,1,0,0,0,7.649692623711511,17
1.0,2,0,0,1,0,0,3,1,0,0,0,0,1,1,3,1,0,0,0,0,0,0,7.83399634170946,6
1.0,0,0,0,1,0,0,3,1,0,0,0,0,1,1,3,0,0,0,0,0,0,0,7.346010209913289,6
1.0,0,0,0,1,0,0,3,1,0,0,0,0,1,1,3,0,1,1,1,0,0,0,7.83399634170946,17
1.0,1,0,0,1,0,0,3,1,0,0,0,0,1,1,3,1,0,0,1,0,0,0,7.625595072132448,6
1.0,1,0,0,1,0,0,3,1,0,0,0,0,1,1,3,0,1,0,0,0,0,0,8.00636756765025,20
1.0,1,0,0,1,0,0,3,1,0,0,0,0,1,1,3,0,1,1,1,0,0,0,7.824046010856288,17
1.0,2,0,0,1,0,0,3,1,0,0,0,0,1,1,3,0,1,1,0,0,0,0,8.00636756765025,17
1.0,1,0,0,1,0,0,3,1,0,0,0,0,1,1,3,1,0,1,1,0,0,0,8.48673398393153,22
1.0,3,0,0,1,0,0,3,1,0,0,0,0,1,1,3,0,1,0,0,0,0,0,8.24275634571448,19
2.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.630521876723241,21
1.0,1,0,0,1,0,0,3,1,0,0,0,0,1,1,3,0,1,0,0,0,0,0,7.9373746961633005,18
2.0,3,0,0,1,0,0,3,1,0,0,0,0,1,1,3,0,1,0,0,0,0,0,8.536014945656829,22
1.0,2,0,0,1,0,0,3,1,0,0,0,0,1,1,3,0,1,1,0,0,0,0,7.989560449333871,17
1.0,0,0,0,1,0,0,3,1,0,0,0,0,1,1,3,0,1,1,1,0,0,0,7.536363938404511,17
1.0,2,0,0,1,0,0,3,1,0,0,0,0,1,1,3,1,0,0,0,0,0,0,8.022896869601462,17
1.0,2,0,0,1,0,0,3,1,0,0,0,0,1,1,3,0,1,1,1,0,0,0,8.159088654667913,22
1.0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,3,0,1,1,1,0,0,0,7.9373746961633005,17
1.0,3,0,0,0,0,1,1,0,1,1,1,1,2,1,7,1,0,1,1,0,0,0,7.9373746961633005,13
1.0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,4,0,1,1,0,0,0,0,7.6009024595420795,17
1.0,3,0,0,0,0,1,1,0,1,1,1,1,2,1,7,1,0,1,1,0,0,0,7.9373746961633005,13
1.0,3,0,0,0,0,1,1,0,1,1,1,1,2,1,7,1,0,1,1,0,0,0,7.9373746961633005,13
1.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,0,1,1,0,0,0,7.696212639346409,13
1.0,1,0,0,0,0,0,1,0,0,1,0,1,2,0,6,1,0,0,0,0,0,0,7.37775890822787,13
1.0,2,0,0,0,0,1,2,0,2,2,1,2,2,2,8,0,0,1,0,0,0,0,7.495541943884261,13
1.0,2,0,0,0,0,1,2,0,2,2,1,2,2,2,8,0,0,1,0,0,0,0,7.495541943884261,13
1.0,3,0,0,0,0,1,0,0,1,0,1,0,0,1,4,1,0,1,1,0,0,0,8.101677747454566,13
1.0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,4,0,1,1,1,0,0,0,7.78113850984502,20
1.0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,3,0,1,1,1,0,0,0,7.9373746961633005,17
1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,7.6009024595420795,13
1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,1,7.738488122494651,22
1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,7.9355873855892005,22
1.0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,6,0,1,0,0,0,0,0,7.78113850984502,27
1.0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,7,0,1,0,0,0,0,0,7.78322401633604,23
2.0,2,0,0,0,0,1,4,0,0,4,0,2,4,2,8,0,1,0,1,0,0,0,8.630521876723241,18
2.0,3,0,0,0,0,0,2,0,0,1,1,1,2,0,5,0,1,0,0,0,0,0,7.9373746961633005,5
1.0,2,0,0,0,0,1,2,0,2,2,1,0,4,1,8,0,1,0,0,0,0,0,7.78322401633604,12
1.0,0,0,0,0,0,0,2,0,0,4,0,2,4,1,11,1,0,0,1,0,0,0,7.824046010856288,12
1.0,0,0,0,0,0,2,0,0,1,0,1,0,1,1,5,0,0,0,1,0,0,0,7.740664401917241,15
1.0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,7.696212639346409,15
1.0,2,0,0,0,0,0,3,0,0,3,0,1,4,1,6,0,1,0,1,0,0,0,7.863266724009571,15
1.0,2,0,0,0,0,2,4,1,3,6,2,2,2,4,18,0,0,0,0,0,0,0,8.255828427281829,8
1.0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,8.276140219558462,12
1.0,1,0,0,0,0,0,1,1,0,1,0,0,4,0,10,0,0,0,1,0,0,0,7.684783943522779,19
1.0,0,0,0,0,0,0,1,0,0,2,0,0,2,1,3,0,1,0,1,0,0,0,7.803843303538771,17
1.0,0,0,0,0,0,1,4,0,0,3,0,2,4,2,12,0,1,0,1,0,0,0,8.14612951002541,22
2.0,2,0,0,0,0,1,3,0,0,4,0,0,5,3,13,0,1,1,1,0,0,0,8.62155320674048,19
1.0,0,0,0,0,0,0,1,0,0,2,0,0,2,1,3,0,1,0,1,0,0,0,7.803843303538771,17
1.0,1,0,0,0,0,1,9,0,0,5,2,3,7,3,17,0,1,0,1,0,0,0,8.213381737034567,18
1.0,1,0,0,0,0,0,1,1,0,1,0,0,4,0,10,0,0,0,1,0,0,0,7.684783943522779,19
1.0,0,0,0,0,0,0,1,1,0,1,0,0,4,0,10,0,0,0,1,0,0,0,7.40853056689463,19
1.0,1,0,0,0,0,0,2,0,0,2,1,1,3,0,4,0,1,0,0,0,0,0,8.174702882469461,29
4.0,6,0,0,0,0,1,8,2,2,7,1,2,7,3,15,0,1,0,1,0,0,0,9.45876173047466,13
1.0,2,0,0,0,0,1,3,0,0,3,0,1,4,2,8,0,0,1,1,0,0,0,8.629628620746029,21
3.0,4,0,0,0,0,0,2,0,1,2,0,1,2,0,3,0,1,0,1,0,0,0,8.824677891164201,17
1.0,2,0,0,0,0,1,1,0,0,1,1,0,2,1,4,1,0,1,1,0,0,0,8.38822281011928,27
1.0,2,0,0,0,0,0,1,1,0,1,0,0,4,0,10,0,0,0,1,0,0,0,8.055157731819682,19
1.0,3,0,0,0,0,0,3,0,1,2,0,1,2,1,4,0,1,0,0,0,0,0,8.432724034789793,17
2.0,3,0,0,0,0,1,3,0,1,3,1,2,4,1,5,0,1,0,1,0,0,0,9.350102314351343,19
4.0,4,0,0,0,0,0,2,0,1,1,0,0,2,1,4,1,0,1,1,0,0,0,10.357742824813702,13
1.0,1,0,0,0,0,1,3,0,0,3,0,0,4,2,8,0,1,0,1,0,0,0,8.546751993657779,26
1.0,2,0,0,0,0,1,2,0,0,2,0,0,3,1,3,0,1,1,1,0,0,0,8.087640287778981,12
1.0,2,0,0,0,0,1,2,0,0,2,0,0,3,1,3,0,1,1,1,0,0,0,8.087640287778981,12
1.0,1,0,0,0,0,0,4,0,0,5,0,2,2,0,11,0,1,0,0,0,0,0,7.762170607138199,8
1.0,2,0,0,0,0,0,3,1,2,0,1,0,2,2,5,0,1,0,0,0,0,0,8.086410275323782,17
1.0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,1,0,0,0,0,0,8.24275634571448,17
1.0,2,0,0,0,0,1,1,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,7.901007051992421,17
1.0,2,0,0,0,0,1,0,0,0,1,1,0,0,1,3,0,0,0,0,0,0,1,7.99799931797973,29
1.0,2,0,0,0,0,1,1,0,0,1,0,1,2,0,3,0,1,0,0,0,0,0,7.919356190660622,25
1.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,7.3132203870903005,3
1.0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,7.970740390007101,22
1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,8.13153071060425,17
1.0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,8.00302866638473,22
1.0,0,0,0,0,0,0,2,1,0,2,1,1,0,0,5,0,1,0,0,0,0,1,7.438383530044311,17
1.0,2,0,0,0,0,1,1,0,0,1,0,1,1,0,7,0,1,0,0,0,0,0,7.6009024595420795,5
1.0,2,0,0,0,0,1,1,1,0,1,1,0,0,0,3,0,1,0,0,0,0,0,7.824046010856288,17
1.0,2,0,0,0,0,2,4,1,2,3,2,3,2,2,6,0,1,0,0,0,0,0,7.919356190660622,25
1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,1,7.4673710669175595,26
1.0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,3,0,0,0,0,0,0,1,7.438383530044311,17
1.0,3,0,0,0,0,0,1,1,0,2,0,0,1,0,5,1,0,0,0,0,0,0,7.598399329323961,8
1.0,2,0,0,0,0,0,1,1,0,2,0,0,1,0,5,1,0,0,0,0,0,0,7.438383530044311,8
1.0,2,0,0,0,0,0,4,0,1,2,2,1,2,1,7,0,0,0,0,0,0,0,7.696212639346409,8
2.0,2,0,0,0,0,0,3,0,0,5,1,3,2,3,12,0,1,0,0,0,0,0,9.10497985631836,23
1.0,1,0,0,0,0,1,3,0,0,4,2,2,2,0,9,0,0,0,0,0,0,0,7.649692623711511,8
1.0,2,0,0,0,0,0,2,0,0,2,2,1,0,1,5,0,1,0,1,0,0,0,7.762170607138199,2
1.0,1,0,0,0,0,0,1,0,0,2,1,1,0,0,6,0,1,1,1,0,0,1,8.38822281011928,22
2.0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,8,0,1,0,0,0,0,0,8.53030683056162,15
1.0,1,0,0,0,0,1,5,0,1,5,1,2,4,1,13,1,0,0,0,0,0,0,8.475328987317539,29
1.0,0,0,0,0,0,3,9,1,3,7,1,1,7,4,22,0,1,0,0,0,0,0,7.93343838762749,24
1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,7.6009024595420795,24
1.0,0,0,0,0,0,3,6,2,3,9,2,2,5,4,21,0,1,0,0,0,0,0,7.972466015974572,24
1.0,1,0,0,0,0,1,3,1,0,4,0,2,3,0,6,0,1,0,0,0,0,0,7.78322401633604,15
1.0,2,0,0,0,0,3,8,1,3,7,1,1,7,3,21,0,1,0,0,0,0,0,8.60538720215215,24
2.0,2,0,0,0,0,0,9,0,0,9,2,4,13,2,24,0,0,0,0,0,0,0,8.571681376700312,24
1.0,2,0,0,0,0,1,5,1,2,5,2,3,1,3,12,0,1,0,0,0,0,0,7.972466015974572,9
1.0,3,0,0,0,0,0,1,0,0,0,0,1,1,0,4,0,1,0,0,0,0,0,8.60337088765729,24
1.0,2,0,0,0,0,0,3,0,1,4,1,2,4,2,11,0,1,0,0,0,0,0,7.9373746961633005,9
1.0,0,0,0,0,0,1,5,0,1,3,0,1,6,2,15,0,1,0,0,0,0,0,8.491875383431948,24
1.0,1,0,0,0,0,1,4,1,1,5,0,3,5,3,16,0,1,0,0,0,0,0,8.236155661683117,24
1.0,2,0,0,0,0,1,2,0,1,1,0,0,0,1,4,0,1,0,0,0,0,0,8.411832675758411,24
1.0,0,0,0,0,0,0,2,0,0,2,0,1,2,2,7,0,1,0,0,0,0,0,7.822044008185619,15
1.0,1,0,0,0,0,0,4,0,0,5,1,2,4,1,11,0,1,1,1,0,0,0,7.9373746961633005,19
1.0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,10,1,0,1,1,0,0,0,7.762170607138199,21
1.0,0,0,0,0,0,0,5,0,1,5,1,3,4,0,12,0,1,1,1,0,0,0,7.822044008185619,21
1.0,0,0,0,0,0,0,5,0,1,5,1,3,4,0,12,0,1,1,1,0,0,0,7.822044008185619,21
1.0,1,0,0,0,0,0,3,0,1,3,0,2,3,0,9,0,1,1,1,0,0,0,7.899153483343102,30
1.0,1,0,0,0,0,0,1,0,0,1,1,1,2,0,8,0,1,1,1,0,0,0,8.004699510549552,19
1.0,1,0,0,0,0,0,1,0,0,1,0,1,2,0,7,1,0,1,1,0,0,0,8.00636756765025,19
1.0,1,0,0,0,0,1,1,0,0,2,0,0,1,1,5,0,1,1,1,0,0,0,7.972466015974572,18
1.0,1,0,0,0,0,0,1,0,0,1,0,1,2,0,7,1,0,1,1,0,0,0,7.989560449333871,19
1.0,1,0,0,0,0,0,4,0,0,5,1,2,4,1,11,0,1,1,1,0,0,0,7.9373746961633005,19
1.0,1,0,0,0,0,0,7,0,1,9,2,4,5,1,14,0,0,1,1,0,0,0,7.901007051992421,21
1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,3,0,1,1,1,0,0,0,7.78113850984502,30
1.0,1,0,0,0,0,0,3,0,1,3,0,2,3,0,9,0,1,1,1,0,0,0,7.899153483343102,30
1.0,1,0,0,0,0,0,1,0,0,1,1,1,2,0,8,0,1,1,1,0,0,0,7.972121128921661,19
1.0,1,0,0,0,0,0,0,0,0,2,0,0,3,0,9,0,1,1,1,0,0,0,7.899153483343102,21
1.0,1,0,0,0,0,0,0,0,0,2,0,0,3,0,9,0,1,1,1,0,0,0,7.899153483343102,21
1.0,1,0,0,0,0,0,1,0,0,2,0,1,3,1,10,0,1,1,1,0,0,0,7.955074273262699,18
1.0,2,0,0,0,0,0,2,0,0,3,0,0,3,0,12,1,0,1,1,0,0,0,8.1605182474775,21
1.0,0,0,0,0,0,0,6,0,1,6,1,3,5,0,10,1,0,1,1,0,0,0,7.693937325509269,21
1.0,1,0,0,0,0,0,2,0,0,5,0,1,6,1,13,0,1,1,1,0,0,0,8.022896869601462,26
1.0,1,0,0,0,0,0,0,0,0,2,0,0,3,0,9,0,1,1,1,0,0,0,7.899153483343102,21
1.0,1,0,0,0,0,0,1,0,0,2,0,1,3,1,10,0,1,1,1,0,0,0,8.00636756765025,18
1.0,1,0,0,0,0,0,1,0,0,1,0,1,2,0,6,0,1,1,1,0,0,0,8.07090608878782,19
1.0,1,0,0,0,0,0,2,0,0,3,0,0,3,1,9,0,0,1,1,0,0,0,8.086102535669102,19
1.0,2,0,0,0,0,1,2,0,0,0,0,2,0,0,7,0,1,1,1,0,0,0,8.00636756765025,18
1.0,1,0,0,0,0,1,1,0,0,2,0,0,1,1,5,0,1,1,1,0,0,0,7.972466015974572,18
1.0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,11,1,0,1,1,0,0,0,7.78113850984502,21
1.0,2,0,0,0,0,0,4,0,2,2,0,0,3,1,10,0,1,1,1,0,0,0,8.00636756765025,21
1.0,2,0,0,0,0,0,4,0,2,2,0,0,3,1,10,0,1,1,1,0,0,0,8.03915739047324,21
1.0,2,0,0,0,0,0,5,0,2,5,0,2,7,2,9,0,1,1,1,0,0,0,8.004699510549552,30
1.0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,10,1,0,1,1,0,0,0,7.78322401633604,21
1.0,2,0,0,0,0,0,4,0,2,2,0,0,3,1,10,0,1,1,1,0,0,0,8.00636756765025,21
1.0,1,0,0,0,0,1,4,0,1,3,0,1,3,2,12,0,1,1,1,0,0,0,8.24275634571448,18
1.0,1,0,0,0,0,0,1,0,0,1,0,1,2,0,7,1,0,1,1,0,0,0,7.989560449333871,19
1.0,2,0,0,0,0,0,2,0,0,4,1,2,3,1,12,0,1,1,1,0,0,0,8.069342366811641,18
1.0,0,0,0,0,0,0,6,0,1,6,1,3,5,0,10,1,0,1,1,0,0,0,7.696212639346409,21
1.0,1,0,0,0,0,0,4,0,0,6,0,2,5,0,14,1,0,1,1,0,0,0,8.101677747454566,19
1.0,1,0,0,0,0,0,0,0,0,2,0,0,3,0,9,0,1,1,1,0,0,0,7.899153483343102,21
1.0,0,0,0,0,0,0,5,0,1,5,1,3,4,0,12,0,1,1,1,0,0,0,7.822044008185619,21
1.0,2,0,0,0,0,0,3,0,0,2,0,1,3,0,6,0,1,1,1,0,0,0,8.101677747454566,18
1.0,1,0,0,0,0,0,1,0,0,1,0,1,2,0,6,0,1,1,1,0,0,0,8.11671562481911,19
1.0,1,0,0,0,0,0,4,0,0,5,0,2,4,0,11,0,1,1,1,0,0,0,7.901007051992421,26
1.0,2,0,0,0,0,0,1,0,0,2,0,0,3,0,8,0,1,1,1,0,0,0,8.00636756765025,30
1.0,1,0,0,0,0,0,2,0,0,5,0,1,6,1,13,0,1,1,1,0,0,0,8.00636756765025,26
1.0,0,0,0,0,0,0,6,0,1,6,1,3,5,0,10,0,1,1,1,0,0,0,7.649692623711511,19
1.0,2,0,0,0,0,0,1,0,0,2,0,0,2,0,4,0,1,1,1,0,0,0,7.9373746961633005,21
